Year,Gender,Texas_Born,Month_Born,Day_Born,Year_Born,Height,Arm_Span,Length_Foot,Hand_Length,Weight,Dominant_Hand,Snaps_Left,Snaps_Right,Heartrate,Eye_Color,Corrective_Lens,Type_Lens,Live_Campus,Transport_Type,Commute_Minutes,Mother_Age,Father_Age,Mother_Education,Num_Siblings,FirstGen,HSGrad,Calculus,APStats,Math_Grade,HS_GPA,GPA,Smoke,Drink,Hours_Sleep,Tire,Num_Languages,Favorite_Season,Vegatarian,Hours_Work,Favorite_Status,Semester,Smester2,Course
2014,Male,No,Dec,3,1993,71,72,8,6,185,Right,48,40,66,Hazel,No, No correction,No,Car (by yourself),10,21,39,Some college (no degree),3,No,Yes,Yes,No,C,3.4,2.8,28,10,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Feb,10,1991,52,48,7,4,126,Right,40,28,60,Blue,No, No correction,No,Car (by yourself),45,20,23,Bachelor's degree,3,No,Yes,No,No,D,3.75,2.48,0,25,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,19,1994,63,64,9,7,130,Right,74,60,78,Brown,Yes, Contacts,No,Walk,30,20,23,High School degree,2,Yes,Yes,Yes,No,A,3.5,2.8,0,4,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Sep,21,1993,67,,9,6,168,Right,0,0,75,Green,No, No correction,No,Walk,15,29,36,,2,No,Yes,Yes,No,D,3.5,2.5,0,0,8,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jul,18,1994,69,67,10,7,150,Right,75,72,57,Hazel,No, No correction,No,Walk,15,27,25,Bachelor's degree,1,No,Yes,Yes,No,C,3.4,2.88,0,2,9,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Apr,18,1994,68,68,10,6,135,Left,80,80,74,Blue,Yes, Glasses,No,Car (by yourself),15,37,36,Master's degree,2,No,Yes,Yes,No,A,4.25,3.03,0,4,8,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,May,1,1989,61,,9,6,112,Right,15,9,60,Brown,Yes, Contacts,No,,30,22,26,High School degree,1,Yes,Yes,Yes,No,A,3.6,3.2,0,0,6,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jan,6,1993,71,71,10,6,198,Left,73,68,90,Blue,Yes, Glasses,No,Bus,30,22,23,Bachelor's degree,2,No,Yes,Yes,No,B,3.2,2.4,10,10,10,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jul,24,1994,71,70,11,7,175,Right,20,20,60,Blue,Yes, Glasses,No,Bus,45,24,28,Some college (no degree),1,No,Yes,No,No,B,3.7,2.75,0,7,6,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Apr,8,1993,60,60,6,6,110,Right,20,15,75,Brown,, No correction,No,Walk,10,41,40,High School degree,2,No,Yes,Yes,No,A,3.9,2.53,0,0,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Mar,18,1994,69,69,10,9,180,Right,69,69,69,Brown,Yes, Contacts,No,Bus,15,38,38,High School degree,1,No,Yes,Yes,No,B,3.2,2.1,0,20,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jun,9,1993,63,63,7,6,135,Right,36,34,69,Hazel,Yes,Contacts,No,Car (by yourself),30,38,42,High School degree,4,Yes,Yes,Yes,No,A,3.8,3.8,0,0,8,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jun,3,1992,69,69,10,5,140,Right,60,60,81,Blue,Yes, Glasses,No,Carpool,90,28,30,Bachelor's degree,2,No,Yes,Yes,No,A,3.5,3.8,70,50,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jan,8,1991,68,68,11,6,180,Right,120,120,70,Brown,Yes, Contacts,No,Car (by yourself),18,25,29,Some college (no degree),1,No,Yes,Yes,No,C,2.5,2.8,0,3,7,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Nov,12,1990,71,71,11,8,225,Right,60,50,60,Blue,No, No correction,No,Walk,20,32,36,Bachelor's degree,0,No,Yes,No,No,D,3,2.5,20,12,9,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Jan,5,1994,62,62,7,5,180,Right,62,58,81,Brown,Yes, Glasses,No,Bus,15,24,28,High School degree,0,Yes,Yes,Yes,No,B,4.2,3,0,0,15,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Aug,17,1993,63,,7,,117,Right,51,47,60,Brown,No, No correction,No,Bus,20,35,37,Some college (no degree),2,No,Yes,Yes,No,B,3.2,2.9,2,7,7,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Sep,9,1992,64,64,9,5,136,Right,50,30,110,Hazel,Yes,Contacts,No,Car (by yourself),30,32,39,Master's degree,3,No,Yes,No,Yes,B,3.2,3.2,0,10,4,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Oct,13,1992,62,62,10,6,140,Right,56,52,72,Gray,Yes, Glasses,No,Bus,10,23,27,High School degree,1,Yes,Yes,Yes,No,B,4,3.57,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Nov,3,1993,68,68,10,5,165,Right,66,68,72,Brown,No, No correction,No,Bus,17,36,30,Bachelor's degree,2,No,Yes,No,No,B,3.71,3.39,18,6,10,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Sep,15,1993,63,,7,5,120,Right,60,64,66,Brown,Yes, Glasses,No,Bus,15,27,30,Professional degree,2,No,Yes,Yes,No,B,3,2.9,0,0,8,,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Aug,6,1993,63,63,8,5,150,Right,63,78,105,Brown,Yes, Glasses,No,Carpool,15,24,25,High School degree,2,Yes,Yes,Yes,No,C,3.7,1.9,0,0,15,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,10,1995,62,62,9,7,123,Right,61,59,54,Brown,Yes,Glasses,Yes,Bus,30,30,31,Master's degree,2,No,Yes,Yes,No,A,3.6,4,0,5,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Apr,27,1994,61,61,7,5,110,Right,15,10,60,Brown,No, No correction,Yes,Walk,20,31,39,Bachelor's degree,2,No,Yes,Yes,No,B,3.3,3.3,0,0,6,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,May,12,1986,71,,12,,185,Right,69,57,86,Blue,No, No correction,No,Motorcycle,15,30,33,Some college (no degree),1,No,Yes,Yes,No,B,,3.1,0,16,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Sep,1,1994,60,60,9,6,115,Right,51,52,66,Brown,Yes, Glasses,No,Bus,30,23,22,Bachelor's degree,2,No,Yes,No,No,A,3,3.6,0,4,9,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jan,21,1994,68,68,10,6,150,Right,68,62,69,Hazel,Yes,Contacts,No,Bus,45,24,27,Bachelor's degree,0,No,Yes,Yes,No,B,3.6,2.4,0,8,10,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Jul,7,1995,67,66,7,7,155,Right,33,10,66,Brown,No, No correction,Yes,Walk,19,22,24,Bachelor's degree,3,Yes,Yes,Yes,No,A,3.99,4,0,0,4,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Feb,28,1993,72,60,11,6,160,Right,45,40,70,Brown,No, No correction,No,Car (by yourself),5,21,24,Master's degree,3,No,Yes,No,No,C,3,2.67,0,45,9,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Mar,9,1993,66,66,10,8,155,Right,20,10,45,Brown,Yes, Glasses,No,Bus,15,26,28,Some college (no degree),2,No,Yes,Yes,No,A,3.3,2.5,0,10,8,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,May,25,1995,66,,,9,180,Right,40,20,108,Brown,No, No correction,Yes,Walk,5,16,20,High School degree,2,Yes,Yes,Yes,No,B,3.6,2.3,0,0,8,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Dec,29,1993,67,65,9,6,140,Right,57,58,75,Green,Yes,Contacts,No,Car (by yourself),13,24,29,Bachelor's degree,2,No,Yes,No,No,B,3.5,3,0,8,8,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jul,20,1993,62,,12,5,114,Right,40,35,72,Brown,Yes, Contacts,No,Bus,10,17,18,High School degree,3,Yes,Yes,Yes,No,A,2.89,3.36,0,2,3,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,May,8,1990,71,71,12,9,150,Right,76,56,63,Brown,No, No correction,No,Walk,20,23,21,Bachelor's degree,0,No,Yes,Yes,No,C,3.9,2.8,40,2,5,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Aug,24,1992,67,,11,5,150,Right,20,20,72,Green,No, No correction,No,Car (by yourself),60,42,46,Bachelor's degree,3,No,Yes,Yes,No,B,3,2.5,0,5,8,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Sep,20,1992,75,78,12,7,185,Right,89,47,60,Hazel,No, No correction,No,Carpool,15,20,22,Some college (no degree),4,Yes,Yes,Yes,No,B,4,3.5,5,20,8,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Aug,25,1993,68,67,9,7,142,Right,42,42,72,Hazel,No, No correction,No,Carpool,25,31,32,Bachelor's degree,1,No,Yes,Yes,Yes,F,4,2.5,0,20,7,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Dec,31,1993,70,66,10,6,220,Right,52,55,105,Brown,Yes, Glasses,Yes,Walk,5,24,21,Some college (no degree),2,No,Yes,Yes,No,A,3.24,2.41,0,0,8,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Dec,30,1992,71,69,10,7,182,Right,52,70,63,Hazel,No, Glasses,No,Walk,15,32,33,Some college (no degree),1,No,Yes,Yes,No,A,3.7,3.6,0,56,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Sep,5,1995,85,85,12,6,125,Right,80,67,90,Brown,Yes, Glasses,Yes,Walk,15,25,25,High School degree,3,Yes,Yes,No,No,B,4.6,2.7,0,1,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Aug,26,1992,69,72,9,8,135,Right,74,78,58,Brown,Yes,Contacts,No,Bus,15,,,,3,No,Yes,Yes,No,A,3.6,3.8,0,0,7,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Apr,22,1990,64,,10,6,200,Right,57,55,87,Brown,Yes, Glasses,No,Car (by yourself),15,,,,1,Yes,Yes,No,No,C,3.95,2.65,0,4,9,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Nov,13,1993,65,68,9,6,135,Right,77,69,78,Green,No, No correction,Yes,Walk,12,26,27,Some college (no degree),1,No,Yes,No,No,B,3.33,3.68,0,4,5,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,May,31,1994,70,73,13,7,200,Right,90,70,75,Brown,Yes, Contacts,No,Bus,,30,33,Bachelor's degree,1,No,Yes,No,No,F,3,2.7,0,7,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Aug,8,1992,64,,9,7,135,Right,46,39,69,Brown,No, No correction,No,Bus,25,25,27,Some college (no degree),3,Yes,Yes,Yes,No,A,3.7,2.9,0,30,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Nov,30,1993,72,71,13,6,250,Right,92,86,99,Brown,No, No correction,Yes,Walk,10,29,31,High School degree,1,No,Yes,No,No,B,3.2,2.3,10,15,9,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Sep,11,1991,68,65,11,7,177,Right,100,80,120,Hazel,No, No correction,No,Bus,15,25,30,Some college (no degree),2,No,Yes,Yes,No,C,3,2.3,10,25,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Aug,19,1992,70,70,10,7,150,Right,0,0,80,Hazel,Yes, Glasses,No,Bicycle,5,39,39,Master's degree,2,No,Yes,No,No,B,3.5,3,0,10,10,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jul,7,1994,63,63,9,6,145,Right,63,55,84,Brown,No, No correction,Yes,Walk,5,23,24,High School degree,3,Yes,Yes,No,Yes,F,,2.3,0,0,8,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Mar,12,1993,68,68,11,6,170,Left,32,34,90,Brown,Yes,Contacts,Yes,Walk,20,25,26,Some college (no degree),3,No,Yes,Yes,No,B,3.6,2.25,20,5,6,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Sep,2,1992,64,,7,6,115,Right,,51,78,Brown,No, No correction,No,Motorcycle,10,22,35,Some college (no degree),1,No,Yes,No,No,B,2.4,3.22,0,5,8,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Apr,29,1993,64,64,9,7,108,Right,50,40,60,Brown,Yes, Glasses,No,Carpool,55,37,42,Master's degree,2,No,Yes,Yes,No,C,3.1,3.2,0,4,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Oct,16,1992,65,48,10,6,140,Right,25,20,85,Green,No, No correction,No,Car (by yourself),15,21,25,Some college (no degree),2,No,Yes,No,No,B,2.3,2.9,0,5,6,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Nov,24,1992,60,64,6,6,92,Right,60,57,72,Brown,No, No correction,No,Car (by yourself),45,22,22,Some college (no degree),4,No,No,Yes,No,D,3.8,3.62,14,1,9,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Feb,22,1993,62,62,7,7,120,Right,42,0,90,Hazel,No, No correction,No,Carpool,20,28,27,High School degree,3,Yes,Yes,No,No,C,2.9,2.7,0,3,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Oct,5,1992,66,65,10,7,140,Right,60,50,60,Brown,Yes, Contacts,No,Car (by yourself),2,27,29,Some college (no degree),0,No,Yes,No,No,B,3.2,2.7,0,40,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Apr,4,1991,63,63,7,6,100,Right,38,3,78,Brown,Yes, Glasses,No,Bus,25,20,24,High School degree,3,Yes,Yes,No,No,A,3.6,2.7,0,0,6,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Feb,13,1991,62,62,7,6,125,Left,50,30,63,Brown,No, No correction,No,Bus,20,24,29,Some college (no degree),2,No,Yes,No,No,B,3.84,2,0,30,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Oct,22,1982,71,73,11,8,262,Right,45,37,75,Brown,No, No correction,No,Car (by yourself),13,16,20,Some college (no degree),2,No,Yes,No,No,C,2.75,2.45,0,14,4,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Apr,29,1993,64,64,9,7,107,Right,50,40,60,Brown,Yes, Glasses,No,Carpool,55,37,42,Master's degree,2,No,Yes,Yes,No,C,3.1,3.3,0,4,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,May,27,1993,68,67,13,7,150,Right,0,0,60,Brown,No, No correction,No,Car (by yourself),50,38,40,Bachelor's degree,1,No,Yes,Yes,No,B,2.4,3.4,0,10,6,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Nov,28,1994,63,72,9,7,153,Right,42,50,84,Brown,Yes, Glasses,Yes,Walk,15,32,34,High School degree,1,No,Yes,No,No,B,3.2,2.96,0,0,6,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,May,2,1994,65,65,10,6,165,Right,75,74,69,Brown,Yes, Contacts,No,Car (by yourself),30,30,34,Bachelor's degree,1,No,Yes,Yes,No,A,3.8,3.7,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Jun,18,1984,65,68,9,7,125,Right,45,32,69,Hazel,No, No correction,No,Car (by yourself),46,22,26,Some college (no degree),2,No,No,Yes,No,A,2.1,3.7,,24,8,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Jun,15,1993,64,66,8,6,170,Right,45,36,,Brown,Yes, Glasses,No,Bus,35,39,52,Some college (no degree),2,Yes,Yes,Yes,No,C,2.7,2.3,1,7,3,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,May,10,1995,68,,10,8,160,Right,20,13,65,Brown,Yes, Glasses,Yes,Walk,5,26,,High School degree,1,Yes,Yes,Yes,No,A,3.1,3.83,0,0,7,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,26,1995,67,71,9,6,139,Right,22,28,73,,,,,,10,30,32,Professional degree,2,No,Yes,No,No,B,3.45,2.93,0,8,7,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Apr,13,1992,61,,8,6,107,Right,43,11,84,Brown,Yes, Glasses ,No,Bus,10,18,28,High School degree,6,Yes,Yes,Yes,No,C,3.65,3.68,0,0,8,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Mar,20,1995,61,62,8,6,132,Left,57,59,90,Green,Yes,Contacts,Yes,Walk,17,33,34,Master's degree,4,No,Yes,Yes,No,A,3.8,3.6,0,6,4,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jun,9,1995,67,63,9,6,130,Right,59,58,81,Brown,Yes, Contacts,Yes,Walk,6,32,31,Bachelor's degree,2,No,Yes,Yes,No,C,3.1,3.4,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Nov,14,1993,62,62,9,7,142,Right,68,57,87,Green,No, No correction,No,Bus,20,23,39,Bachelor's degree,5,No,Yes,Yes,No,A,3.8,3.65,0,0,10,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,,6,1993,62,63,10,8,250,Left,30,35,80,Green,, Glasses,Yes,Walk,10,21,26,,4,Yes,Yes,Yes,No,A,4,3.87,0,0,4,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Feb,5,1994,70,70,10,7,130,Right,25,16,70,Green,No, No correction,No,Car (by yourself),50,35,36,Bachelor's degree,2,No,Yes,Yes,No,A,3.34,4,0,0,8,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,13,1995,61,60,8,6,91,Right,48,53,69,Blue,Yes, Glasses,Yes,Walk,20,40,29,Master's degree,0,No,Yes,Yes,No,D,3.4,3.3,0,0,10,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Dec,7,1984,62,62,9,6,130,Right,36,30,72,Brown,Yes, Contacts,No,Car (by yourself),40,30,35,Professional degree,4,No,Yes,No,No,A,,3.22,0,0,7,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Feb,4,1994,62,60,9,7,150,Right,34,30,72,Brown,No, Glasses,No,Car (by yourself),25,36,40,Some college (no degree),1,Yes,Yes,Yes,No,B,3.7,3.3,0,0,5,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jan,17,1994,63,62,8,6,,Right,44,44,,Brown,Yes,Contacts,Yes,Bus,12,28,,Bachelor's degree,3,No,Yes,No,No,A,,3.86,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Aug,6,1993,64,,9,7,160,Right,61,58,84,Brown,Yes, Glasses,No,Car (by yourself),15,19,22,Some college (no degree),2,Yes,Yes,No,No,B,2.3,2.6,0,0,5,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jun,4,1992,62,63,9,7,104,Right,53,55,75,Brown,No, No correction,No,Car (by yourself),32,31,33,High School degree,1,No,Yes,No,No,A,3,3.54,0,7,10,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Dec,6,1991,67,66,10,6,150,Right,35,32,70,Hazel,No, No correction,No,Bus,25,27,28,High School degree,2,Yes,Yes,No,No,C,2.8,2.4,50,25,10,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Jun,21,1995,69,70,10,7,175,Right,94,76,69,Brown,Yes,Contacts,Yes,Walk,10,22,24,High School degree,2,Yes,Yes,Yes,No,B,3.65,3,0,0,12,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Nov,21,1994,74,75,12,5,200,Right,43,45,66,Green,Yes, Contacts,Yes,Walk,6,32,33,Some college (no degree),3,No,Yes,Yes,Yes,B,3.8,2.2,0,3,6,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Mar,2,1994,71,71,11,8,180,Right,60,53,,Blue,No, No correction,No,Bus,22,33,33,Bachelor's degree,1,No,Yes,Yes,No,B,3.33,2.4,0,0,8,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,May,6,1994,66,65,10,7,140,Right,0,0,60,Green,No, No correction,No,Bus,10,25,25,High School degree,8,No,Yes,No,No,A,3.7,3.6,0,4,5,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Aug,28,1993,69,67,10,7,139,Right,69,62,72,Brown,No, No correction,Yes,Walk,15,30,30,Some college (no degree),4,No,Yes,Yes,No,C,3.9,3.01,0,5,6,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Nov,30,1993,,72,13,8,245,Right,61,57,,Brown,No, No correction,Yes,Walk,3,29,32,High School degree,1,No,Yes,No,No,B,3,2.16,8,60,11,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Nov,3,1994,71,68,10,7,165,Right,69,72,63,Green,Yes,Contacts,Yes,Walk,3,35,37,Bachelor's degree,3,No,Yes,Yes,No,A,4,3.86,0,0,7,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Dec,27,1991,66,62,10,8,120,Left,53,71,84,Hazel,No, No correction,No,Bus,30,25,27,Bachelor's degree,0,No,No,No,No,A,3.2,3.49,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Aug,3,1994,73,74,11,10,170,Right,30,22,80,Brown,No, No correction,Yes,Car (by yourself),10,40,40,Master's degree,2,No,Yes,No,No,C,2.9,2.9,2,21,7,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jan,20,1990,64,62,10,6,140,Right,62,51,76,Green,No, No correction,No,Car (by yourself),70,26,28,Bachelor's degree,2,Yes,,Yes,No,B,3.2,2.7,,,,,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Jun,15,1991,71,75,10,8,170,Right,20,15,50,Brown,Yes, Glasses  ,Yes,Other,10,23,34,Bachelor's degree,2,Yes,Yes,Yes,No,A,3.8,3.42,0,0,8,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Feb,22,1993,62,61,8,7,120,Right,47,0,75,Hazel,No, No correction,No,Bus,30,29,27,Some college (no degree),4,Yes,Yes,Yes,No,D,2.9,2.9,0,3,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,28,1993,57,,13,6,132,Right,74,60,83,Brown,Yes, Contacts,No,Car (by yourself),40,29,28,Bachelor's degree,3,Yes,Yes,No,No,A,3.8,3.4,0,0,18,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Oct,17,1994,72,73,11,8,187,Right,54,55,78,Blue,Yes, Contacts,Yes,Walk,5,27,32,Bachelor's degree,2,No,Yes,No,No,C,4.26,2.5,0,0,9,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Aug,19,1992,76,76,10,7,145,Right,0,0,75,Hazel,Yes, Glasses,No,Bicycle,7,39,40,Bachelor's degree,2,No,Yes,No,No,B,3.4,3,0,7,10,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Nov,24,1992,60,62,8,7,92,Right,68,66,87,Brown,No, No correction,No,Other,45,22,22,Some college (no degree),3,No,Yes,Yes,No,D,3.8,3.6,14,2,8,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,May,31,1994,69,69,12,6,200,Right,70,65,87,Brown,Yes,Contacts,No,Other,8,27,29,Bachelor's degree,1,No,Yes,No,No,F,2.8,2.9,0,10,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Dec,7,1992,61,,,,160,Right,63,73,78,Brown,Yes, Glasses,No,Bus,25,21,28,High School degree,3,Yes,Yes,No,No,A,3,2.8,0,2,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Mar,21,1995,60,60,11,6,130,Right,83,70,53,Blue,Yes, Glasses,Yes,Walk,3,27,27,Bachelor's degree,1,No,Yes,Yes,No,A,3.77,4,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Sep,2,1992,72,70,12,10,180,Right,65,36,80,Blue,No, No correction,No,Bus,15,20,22,High School degree,3,Yes,Yes,Yes,No,B,,3.14,0,30,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jan,25,1994,74,80,13,6,225,Right,112,112,68,Hazel,No, No correction,No,Bus,15,31,27,Bachelor's degree,1,No,Yes,No,No,C,3.9,2.93,0,50,7,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Aug,9,1994,70,69,10,8,178,Right,100,98,65,Brown,No, No correction,No,Walk,5,16,23,High School degree,2,Yes,Yes,Yes,No,A,4,3.54,0,0,8,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,May,23,1990,69,,,,,Right,,,,Brown,No, No correction,No,Other,10,31,,None,2,,,,,,,,,,,,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Apr,28,1992,75,75,13,9,210,Right,20,20,60,Green,No, No correction,No,Carpool,10,28,28,None,2,No,Yes,No,No,B,3,2.25,0,20,6,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Apr,28,1993,65,,9,,140,Right,20,15,65,Green,No, No correction,No,Bus,60,32,33,Master's degree,5,No,Yes,Yes,No,A,3.7,3.67,0,4,7,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,19,1994,64,,,,144,Right,,,,Brown,Yes, Glasses,Yes,Walk,10,32,32,Some college (no degree),2,No,Yes,Yes,No,C,3.69,3.36,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,27,1993,69,,,6,190,Right,60,59,,Blue,Yes,Contacts,Yes,Bus,20,32,35,Master's degree,1,No,Yes,No,No,B,2.54,3.33,0,7,6,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,May,22,1989,64,64,9,7,140,Right,73,64,65,Green,No, No correction,No,Bus,40,24,26,High School degree,0,Yes,Yes,Yes,Yes,A,4,3.8,0,7,4,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Dec,23,1991,67,,,,,Right,80,65,60,Blue,No, No correction,No,Walk,5,17,18,High School degree,5,Yes,Yes,Yes,No,A,2.7,3.3,,,,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Jul,24,1987,72,72,11,6,160,Right,60,60,60,Blue,Yes, Glasses,No,Car (by yourself),50,28,32,Some college (no degree),6,No,No,Yes,No,A,3.8,3.4,0,0,8,front left,,,,,,Spring,Spring 2014,MATH 2328
