Year,Gender,Texas_Born,Month_Born,Day_Born,Year_Born,Height,Arm_Span,Length_Foot,Hand_Length,Weight,Dominant_Hand,Snaps_Left,Snaps_Right,Heartrate,Eye_Color,Corrective_Lens,Type_Lens,Live_Campus,Transport_Type,Commute_Minutes,Mother_Age,Father_Age,Mother_Education,Num_Siblings,FirstGen,HSGrad,Calculus,APStats,Math_Grade,HS_GPA,GPA,Smoke,Drink,Hours_Sleep,Tire,Num_Languages,Favorite_Season,Vegatarian,Hours_Work,Favorite_Status,Semester,Smester2,Course
2014,Female,Yes,Aug,29,1995,63,,9,6,135,Right,58,59,72,Brown,Yes,Contacts,No,Bus,20,19,20,None,4,Yes,Yes,Yes,No,B,3.6,2.95,0,0,6,front left,1,Summer,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Jul,9,1995,62,61,9,7,107,Right,39,29,81,Brown,Yes,Glasses,No,Bus,35,26,46,High School degree,2,No,Yes,Yes,No,B,4.6,3.5,0,0,7,front right,2,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,Feb,23,1994,64,,,,164,Left,20,0,90,Brown,No,No correction,No,Bus,30,21,24,Professional degree,2,No,Yes,Yes,No,B,3.8,3.3,0,0,7,rear left,1,Winter,No,20,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,Dec,21,1983,71,68,10,7,165,Right,84,84,63,Hazel,Yes,Contacts,No,Car (by yourself),60,20,20,High School degree,2,Yes,No,Yes,No,A,3.75,4,0,1,6,front right,1,Summer,No,30,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jun,23,1977,77,77,14,8,214,Right,49,50,80,Brown,No,No correction,No,Walk,15,24,27,Master's degree,2,No,Yes,Yes,,A,4,3.22,0,3,8,rear right,1,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Sep,8,1993,63,63,9,8,135,Right,41,40,69,Brown,No,No correction,No,Walk,10,18,19,Doctorate,6,No,Yes,Yes,No,A,3.6,3.4,0,1,6,front left,2,Fall,No,16,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jul,6,1987,72,75,12,7,195,Right,70,60,150,Brown,Yes,Contacts,No,Car (by yourself),10,18,20,High School degree,4,Yes,Yes,No,No,B,3.5,2.53,0,3,5,rear left,1,Winter,No,40,Healthy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Dec,8,1993,71,71,12,6,175,Right,52,32,60,Brown,No,No correction,No,Car (by yourself),10,24,22,Master's degree,1,No,Yes,Yes,No,B,3.5,2.9,0,5,6,rear right,1,Winter,No,0,Rich,Fall,Fall 2014,MATH 2328
2014,Female,No,Apr,16,1995,60,48,7,7,127,Right,60,60,75,Brown,Yes,Glasses,Yes,Bus,25,17,24,High School degree,5,Yes,Yes,Yes,No,B,3.35,2.78,0,0,6,rear left,2,Winter,No,0,Rich,Fall,Fall 2014,MATH 2328
2014,Female,Yes,May,2,1995,62,62,6,6,98,Right,57,62,87,Brown,Yes,Glasses,No,Bus,20,29,30,High School degree,5,Yes,Yes,Yes,No,A,,4,0,0,8,front left,1,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Apr,15,1994,68,65,10,8,160,Right,22,23,120,Hazel,Yes,Glasses,No,Car (by yourself),70,24,25,Some college (no degree),1,Yes,Yes,Yes,No,B,3.7,2.9,0,0,9,front left,1,Spring,No,40,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jun,28,1985,71,72,11,8,244,Right,88,76,66,Brown,No,No correction,No,Car (by yourself),30,27,25,Bachelor's degree,2,No,Yes,Yes,No,C,3.1,2.7,0,0,5,front right,1,Summer,No,30,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,Dec,2,1990,63,63,8,6,185,Left,40,42,72,Brown,Yes,Glasses,No,Car (by yourself),60,26,24,High School degree,1,Yes,Yes,Yes,No,A,2.7,3.6,0,3,6,front left,1,Fall,No,42,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Dec,12,1993,51,64,9,6,125,Right,0,0,54,Brown,Yes,Glasses,No,Bus,15,24,23,Bachelor's degree,3,No,Yes,Yes,No,A,4,3.9,0,0,8,front right,2,Winter,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Aug,22,1994,64,66,10,7,135,Right,48,49,,Brown,No,No correction,No,Carpool,10,17,16,High School degree,8,Yes,Yes,No,,B,3,2.5,0,0,8,rear right,2,Summer,No,19,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Jan,14,1995,63,64,10,7,128,Right,46,47,66,Brown,Yes,Contacts,No,Bus,12,23,30,Some college (no degree),3,No,No,No,No,B,3.32,3.61,0,8,1,front left,0,Spring,No,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Sep,27,1993,71,54,9,5,168,Right,73,60,75,Blue,No,No correction,Yes,Bus,14,33,34,Bachelor's degree,1,No,Yes,No,Yes,A,3.1,3.4,0,0,7,front left,1,Winter,No,22,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Apr,10,1992,61,61,9,7,115,Right,47,50,72,Brown,Yes,Contacts,No,Bus,30,18,31,None,2,Yes,Yes,Yes,No,B,4.1,3,0,0,5,front right,2,Summer,No,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jan,6,1993,71,71,10,6,200,Left,30,30,75,Blue,Yes,Contacts,No,Bus,30,27,28,Master's degree,2,No,Yes,Yes,Yes,B,3.2,2.4,0,25,10,rear left,1,Winter,No,25,Rich,Fall,Fall 2014,MATH 2328
2014,Male,No,Oct,4,1994,74,,10,7,187,Right,54,52,69,Brown,Yes,Glasses,Yes,Walk,15,21,24,Some college (no degree),6,Yes,Yes,Yes,No,C,3.5,2.4,0,5,3,front right,2,Winter,No,23,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,May,30,1992,73,74,13,8,220,Right,30,35,60,Hazel,Yes,Glasses,No,Bus,20,32,25,High School degree,3,Yes,Yes,Yes,Yes,B,3.5,3,0,20,4,rear left,2,Winter,No,0,Rich,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Aug,15,1994,64,59,10,7,140,Right,36,54,75,Brown,No,No correction,No,Bus,10,36,36,Bachelor's degree,4,No,Yes,No,No,B,3.5,3.7,0,7,7,front right,1,Fall,No,20,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Nov,30,1992,62,63,9,7,132,Right,50,52,63,Green,Yes,Glasses,No,Bus,18,29,33,None,5,Yes,Yes,No,No,C,3.8,2.5,0,0,6,rear left,1,Fall,No,10,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Jan,22,1992,65,67,15,6,128,Right,15,11,72,Brown,No,Glasses,No,Bus,13,19,21,None,4,Yes,Yes,Yes,Yes,A,4,3.53,0,0,6,front right,1,Winter,No,25,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Apr,18,1993,61,60,9,7,179,Right,39,32,66,Brown,Yes,,,Walk,5,34,33,Doctorate,7,No,Yes,Yes,Yes,B,3.7,2.5,0,5,7,rear left,2,Spring,No,10,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Mar,9,1995,71,,11,7,188,Left,50,73,72,Brown,No,No correction,No,Car (by yourself),10,26,28,Some college (no degree),1,Yes,Yes,Yes,No,B,3.1,2,0,12,2,front right,2,Winter,No,0,Rich,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Apr,27,1993,68,66,11,8,155,Right,90,90,78,Blue,No,No correction,No,Bus,25,34,36,Master's degree,2,No,Yes,Yes,No,B,3.2,2.8,0,60,7,front right,1,Summer,No,17,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jan,17,1994,72,70,12,8,250,Right,68,49,75,Hazel,Yes,Contacts,No,Car (by yourself),90,20,21,Master's degree,6,No,Yes,No,Yes,B,3.2,2.8,0,4,6,rear right,1,Winter,No,22,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Oct,26,1992,68,68,10,8,175,Right,94,85,54,Brown,No,No correction,No,Bus,15,34,35,Bachelor's degree,1,No,Yes,Yes,No,B,3.6,3.32,0,2,6,rear right,1,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,May,25,1994,60,60,6,4,98,Right,0,0,80,Brown,Yes,Glasses,No,Walk,2,30,33,Master's degree,2,No,Yes,Yes,No,B,3,2.4,0,1,8,front right,1,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Feb,22,1995,76,72,9,5,260,Left,63,68,78,Hazel,No,No correction,No,Bus,14,28,27,Master's degree,3,No,Yes,Yes,No,C,3.9,1.79,0,8,4,rear right,1,Fall,No,8,Healthy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Nov,1,1993,68,69,11,7,189,Right,60,58,75,Blue,No,No correction,No,Bus,20,29,31,High School degree,3,Yes,Yes,Yes,No,A,3.42,3.52,0,8,6,rear right,1,Winter,No,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Mar,3,1995,72,72,16,8,150,Right,75,60,70,Brown,Yes,Glasses,No,Car (by yourself),65,23,23,Professional degree,1,No,Yes,Yes,No,B,3.97,2.97,2,,,,,,,28,,Fall,Fall 2014,MATH 2328
2014,Female,No,Sep,5,1986,,,9,7,176,Right,63,59,96,Blue,No,No correction,No,Walk,30,29,48,None,5,Yes,No,Yes,No,B,3.5,3,0,0,6,front right,3,Summer,Yes,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Apr,19,1995,62,60,6,4,133,Right,64,59,69,Hazel,No,No correction,No,Bus,20,29,34,Some college (no degree),2,Yes,Yes,Yes,No,C,3.8,3.2,0,0,9,front left,0,Summer,No,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Male,No,Oct,11,1993,60,63,9,6,105,Right,60,65,75,Brown,No,No correction,,Bus,30,28,27,Some college (no degree),3,Yes,Yes,No,No,B,3.8,2.5,0,6,8,front left,2,Summer,No,25,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jun,8,1987,67,67,9,7,178,Right,80,75,108,Brown,No,No correction,No,Car (by yourself),25,27,30,High School degree,2,Yes,Yes,Yes,Yes,B,3.1,3.73,0,2,8,front left,1,Spring,No,25,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jun,7,1995,67,66,13,7,146,Right,20,16,87,Brown,No,No correction,No,Bus,11,28,31,High School degree,2,No,Yes,No,No,B,3.57,2.8,20,15,6,rear right,1,Summer,No,25,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Oct,29,1995,63,65,8,6,164,Right,90,62,93,Hazel,Yes,Glasses,No,Bus,30,29,33,Some college (no degree),3,No,No,Yes,No,A,4,3.1,0,3,5,rear left,2,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,Jun,18,1995,67,68,9,7,145,Right,51,53,69,Green,Yes,Contacts,No,Bus,15,26,27,Bachelor's degree,7,No,Yes,No,No,B,3.65,3.03,0,5,6,front left,2,Winter,No,0,Rich,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Oct,17,1995,62,62,9,7,132,Right,51,34,78,Brown,No,No correction,No,Walk,6,29,30,Bachelor's degree,0,No,Yes,Yes,No,B,3.75,3.9,0,0,7,front left,1,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Nov,24,1992,61,,6,5,123,Left,14,24,60,Brown,Yes,Glasses,No,Walk,15,38,38,Bachelor's degree,3,No,Yes,No,No,B,3,3.1,0,3,9,front left,1,Fall,No,16,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Nov,17,1989,64,63,8,7,210,Right,57,59,63,Hazel,No,No correction,No,Bus,17,22,27,Some college (no degree),1,Yes,Yes,Yes,No,C,3.85,3.2,0,1,4,rear right,2,Spring,No,48,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,No,Mar,8,1994,64,64,9,7,120,Right,51,48,54,Brown,Yes,Glasses,No,Bus,30,23,33,High School degree,2,Yes,Yes,Yes,No,A,3.79,2.9,0,0,10,front right,2,Winter,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,May,18,1994,64,60,8,7,117,Right,0,46,63,Brown,Yes,Contacts,No,Car (by yourself),12,31,32,Bachelor's degree,1,No,Yes,No,No,A,3,3.5,0,4,6,front left,1,Summer,No,20,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Feb,5,1986,63,65,9,7,145,Right,70,73,75,Brown,Yes,Contacts,No,Car (by yourself),10,34,31,High School degree,7,No,Yes,No,No,B,3,2.8,0,0,7,front left,1,Fall,No,48,Happy,Fall,Fall 2014,MATH 2328
2014,Male,No,Dec,23,1992,70,71,11,6,190,Right,52,45,135,Brown,No,No correction,No,Bus,15,29,38,Professional degree,2,Yes,No,Yes,No,C,4.25,3.3,0,2,3,front left,3,Fall,No,12,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,Apr,25,1983,68,68,10,3,200,Right,24,22,55,Brown,No,No correction,No,Car (by yourself),90,32,33,High School degree,4,Yes,No,Yes,No,B,3.9,3.2,0,0,3,front right,3,Winter,No,40,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,May,20,1993,66,66,9,7,190,Left,71,73,69,Hazel,No,No correction,No,Bus,30,33,33,Master's degree,2,No,No,Yes,No,A,3.4,3.16,0,2,4,front right,2,Winter,No,15,Healthy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jan,23,1994,65,64,12,6,135,Right,45,25,75,Brown,No,No correction,No,Walk,15,30,40,None,1,Yes,Yes,Yes,No,D,4,2.04,0,1,6,,2,Summer,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jan,28,1991,71,70,11,7,148,Right,20,15,72,Hazel,No,Glasses,No,Bus,16,42,32,Bachelor's degree,0,No,Yes,Yes,No,A,3.3,4,0,6,6,front right,1,Winter,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Dec,8,1991,,64,9,6,126,Left,50,46,120,Brown,Yes,Contacts,No,Car (by yourself),30,24,26,High School degree,2,No,Yes,Yes,No,A,2.5,3.3,0,0,4,rear left,1,Winter,No,30,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,May,12,1987,68,67,10,7,190,Right,54,69,48,Brown,Yes,Glasses,No,Walk,15,27,27,Some college (no degree),1,No,No,Yes,No,B,3.8,3.18,0,0,4,front left,2,Spring,No,44,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Sep,9,1994,66,63,9,7,135,Right,20,20,90,Brown,Yes,Glasses,No,Car (by yourself),56,24,24,High School degree,1,Yes,Yes,Yes,No,A,3.75,3.45,0,10,6,rear left,3,Winter,Yes,15,Rich,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Nov,16,1993,67,66,10,5,180,Right,72,72,63,Hazel,Yes,Contacts,No,Bus,15,16,17,Bachelor's degree,1,No,Yes,Yes,No,B,3.5,3,0,3,7,rear left,1,Spring,No,20,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Mar,9,1995,64,65,7,6,115,Right,37,37,78,Brown,Yes,Contacts,No,Car (by yourself),60,36,36,Bachelor's degree,2,No,No,No,No,A,4,3.57,0,0,6,rear right,2,Spring,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Jan,27,1994,67,66,10,7,145,Right,69,74,54,Brown,Yes,Glasses,No,Bus,25,28,30,High School degree,3,Yes,Yes,Yes,No,C,3.1,2.98,0,0,6,front left,1,Winter,No,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Jun,3,1992,64,62,12,7,151,Right,25,20,75,Green,No,No correction,No,Car (by yourself),5,29,33,Some college (no degree),1,No,Yes,No,No,C,3.5,2.48,0,0,6,rear right,1,Fall,No,25,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Mar,18,1995,59,67,8,7,110,Right,51,51,69,Brown,Yes,Glasses,No,Bus,20,17,17,High School degree,5,Yes,Yes,Yes,No,A,3.6,3.78,0,2,8,front right,2,Spring,No,25,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,Nov,18,1994,55,,8,6,124,Right,55,35,69,Blue,Yes,Contacts,No,Bus,16,26,28,Bachelor's degree,1,No,Yes,No,No,A,3.3,3.3,0,2,9,front left,1,Winter,No,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Dec,19,1992,65,65,10,6,145,Right,25,19,75,Blue,Yes,Contacts,No,Bus,20,38,42,Bachelor's degree,2,No,Yes,Yes,No,A,3.4,3.1,0,5,6,front right,1,Summer,No,0,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Feb,4,1994,67,67,8,6,150,Right,61,62,51,Brown,Yes,Glasses,No,Bus,20,34,32,None,6,Yes,Yes,Yes,No,C,3.9,3.2,0,2,9,front right,2,Winter,No,0,Rich,Fall,Fall 2014,MATH 2328
2014,Female,No,Apr,14,1994,65,74,10,7,120,Right,52,42,69,Brown,No,No correction,No,Walk,17,17,19,Bachelor's degree,1,No,Yes,Yes,No,B,4,3.2,0,1,7,front left,1,Spring,Yes,13,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jun,17,1987,73,75,11,8,155,Right,30,25,75,Blue,Yes,Contacts,No,Car (by yourself),10,30,32,Some college (no degree),6,No,Yes,No,No,B,2.75,2.8,0,5,6,front right,1,,No,24,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Sep,9,1993,63,62,9,6,115,Right,46,46,81,Green,Yes,Contacts,No,Bus,30,37,39,Some college (no degree),3,No,Yes,No,No,A,3.2,2.92,0,0,6,front right,1,Spring,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Mar,17,1994,71,75,13,10,150,Right,57,54,63,Brown,No,No correction,No,Walk,10,29,30,Some college (no degree),2,Yes,Yes,Yes,No,C,,2.8,0,2,7,rear right,2,Spring,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jun,4,1992,71,71,11,7,175,Right,76,72,51,Brown,Yes,Contacts,No,Bus,15,21,23,Some college (no degree),2,No,Yes,No,No,A,2,3.9,0,5,8,rear left,1,Fall,No,20,Rich,Fall,Fall 2014,MATH 2328
2014,Male,No,Aug,23,1988,71,72,9,7,162,Right,62,48,58,Blue,No,No correction,No,Car (by yourself),25,26,34,High School degree,3,No,No,No,No,A,2.8,4,0,2,7,rear left,1,Fall,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Jan,16,1987,69,68,11,8,200,Right,45,45,78,Hazel,Yes,Contacts,No,Bus,30,28,32,Bachelor's degree,2,No,Yes,Yes,No,F,3.7,2.8,105,40,5,rear left,1,Winter,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,,No,Nov,28,1995,69,,10,7,165,Right,57,53,,Brown,No,No correction,Yes,Walk,3,19,20,Bachelor's degree,1,Yes,Yes,No,No,B,3.5,3.7,0,0,5,rear right,6,Winter,No,14,Rich,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Dec,13,1994,62,,,,126,Right,77,62,75,Brown,No,No correction,No,Bus,10,18,19,Some college (no degree),2,No,Yes,Yes,Yes,C,3.8,2.9,0,1,7,front left,1,Summer,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Jan,16,1993,62,60,9,6,150,Right,16,11,75,Brown,No,No correction,No,Bus,35,29,26,High School degree,2,Yes,Yes,No,No,B,3.6,2.9,0,34,,front left,1,Summer,No,25,Happy,Fall,Fall 2014,MATH 2328
2014,Female,No,Jun,18,1995,67,55,,7,145,Right,55,52,63,Green,Yes,No correction,No,Bus,15,24,25,Bachelor's degree,2,No,Yes,No,No,B,3.6,3.03,0,5,6,front left,2,Winter,No,0,Rich,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Feb,20,1994,74,74,11,7,170,Right,86,69,72,Hazel,Yes,Contacts,No,Bus,20,32,34,Bachelor's degree,1,Yes,Yes,Yes,No,C,4,3.1,0,5,9,front left,1,Spring,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Dec,23,1991,69,70,10,7,260,Right,62,58,78,Blue,Yes,Contacts,No,Car (by yourself),90,33,31,Some college (no degree),1,No,Yes,Yes,No,F,4,1.5,0,3,7,front right,1,Winter,No,22,Rich,Fall,Fall 2014,MATH 2328
2014,Male,Yes,May,7,1991,71,71,11,8,217,Right,65,24,102,Brown,Yes,Glasses,No,Car (by yourself),75,29,32,Bachelor's degree,2,No,Yes,Yes,No,B,3.43,3.21,0,0,7,front left,1,Spring,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Oct,23,1993,60,60,,,125,Right,40,29,45,Brown,Yes,Glasses,No,Other,20,16,18,None,12,Yes,Yes,Yes,No,C,3.5,2.6,0,0,8,front right,1,Winter,No,25,Rich,Fall,Fall 2014,MATH 2328
2014,Male,No,Feb,24,1983,70,72,13,7,205,Right,66,61,87,Blue,No,No correction,No,Car (by yourself),30,31,34,Some college (no degree),2,Yes,No,Yes,No,A,3.8,3,0,20,6,front right,1,Spring,No,30,Rich,Fall,Fall 2014,MATH 2328
2014,Female,No,Nov,13,1985,63,63,9,7,115,Right,81,79,66,Green,No,No correction,No,Car (by yourself),90,22,25,High School degree,4,Yes,No,Yes,No,B,3.46,3.38,0,0,10,rear right,1,Fall,No,36,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Mar,11,1993,,,5,4,100,Left,0,0,80,Brown,No,No correction,No,Bus,15,20,25,Some college (no degree),3,No,Yes,Yes,No,D,3.4,2.3,0,1,5,front left,1,Winter,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,May,6,1994,72,70,12,7,230,Right,20,20,66,Blue,No,No correction,No,Walk,6,19,22,Bachelor's degree,1,Yes,Yes,Yes,No,A,3.4,2.9,0,20,8,rear right,1,Summer,No,10,Healthy,Fall,Fall 2014,MATH 2328
2014,Female,No,Nov,14,1986,61,61,8,6,95,Right,12,0,108,Brown,No,No correction,No,Bus,30,21,25,High School degree,3,Yes,No,Yes,No,A,3.5,3.5,0,0,8,front left,1,Summer,No,0,Happy,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Mar,31,1990,63,62,9,7,115,Right,63,63,75,Blue,Yes,Contacts,No,Bus,30,31,36,Bachelor's degree,1,No,Yes,No,No,A,3.53,3.88,0,1,8,front right,1,Fall,No,15,Happy,Fall,Fall 2014,MATH 2328
2014,Male,Yes,Apr,9,1993,72,72,10,8,175,Right,20,20,70,Brown,No,No correction,No,Bus,15,27,31,Some college (no degree),2,Yes,Yes,Yes,No,A,3.5,2.5,1,7,4,front left,2,Winter,No,35,Rich,Fall,Fall 2014,MATH 2328
2014,Female,Yes,Oct,23,1991,64,64,9,7,115,Left,55,47,63,Green,No, No correction,No,Car (by yourself),45,20,23,Some college (no degree),2,No,Yes,Yes,No,B,3.8,3.4,0,2,7,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Mar,29,1995,71,72,11,,195,Right,39,41,76,Brown,No, No correction,Yes,Walk,15,26,29,High School degree,4,Yes,Yes,Yes,Yes,B,3.3,3,0,0,7,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Mar,18,1994,60,61,9,7,160,Right,52,36,130,Brown,Yes, Glasses ,Yes,Bus,15,25,27,High School degree,1,Yes,Yes,Yes,No,B,4.015,2.5,0,4,4,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Aug,27,1994,64,64,7,5,129,Left,50,20,60,Brown,Yes, Contacts,No,Car (by yourself),65,21,21,High School degree,1,Yes,Yes,No,Yes,B,3.58,3,0,3,7,rear left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Mar,14,1994,64,66,10,7,135,Right,57,40,69,Brown,No, No correction,No,Walk,15,30,35,High School degree,1,Yes,Yes,No,No,C,3,2.3,0,2,7,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jun,30,1991,71,72,10,8,175,Right,91,82,82,Blue,No, No correction,No,Car (by yourself),30,28,25,Bachelor's degree,4,No,Yes,Yes,No,A,3.98,3.89,0,8,10,rear right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Feb,7,1995,64,64,12,5,130,Right,57,60,75,Brown,Yes, Glasses ,Yes,Walk,20,21,28,High School degree,2,Yes,Yes,No,No,B,3.33,2.65,0,0,12,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Aug,14,1993,75,75,12,9,190,Right,85,82,44,Hazel,No, No correction,Yes,Walk,2,33,37,Some college (no degree),3,No,Yes,No,No,B,2.54,2.44,0,0,10,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Apr,5,1995,73,73,11,8,165,Left,84,86,61,Blue,No, No correction,Yes,Walk,4,30,39,Bachelor's degree,1,No,Yes,Yes,No,A,4.5,3.2,0,30,3,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Mar,8,1995,64,63,6,4,165,Right,56,50,84,Brown,Yes, Contacts,No,Car (by yourself),3,21,24,Some college (no degree),5,Yes,Yes,Yes,No,A,3.78,3.4,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jun,18,1994,57,57,8,6,90,Right,15,10,105,Hazel,Yes, Glasses ,No,Bus,60,15,17,Some college (no degree),6,Yes,Yes,Yes,No,B,3.8,3,0,0,8,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Dec,19,1992,66,59,9,7,150,Right,60,52,58,Brown,Yes, Contacts,Yes,Bus,20,25,27,Bachelor's degree,1,No,No,No,No,A,3,3.3,0,7,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Feb,28,1992,69,68,9,7,150,Right,65,59,66,Blue,Yes, Glasses,No,Car (by yourself),17,27,30,Bachelor's degree,2,No,Yes,No,No,B,3.8,2.6,0,9,8,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,No,Mar,7,1994,70,70,9,7,138,Right,60,58,99,Green,Yes, Glasses,No,Bus,20,28,37,Some college (no degree),3,No,Yes,Yes,No,B,3.2,3.4,0,0,7,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,Yes,Jun,3,1992,67,,8,6,160,Right,69,68,69,Brown,Yes, Glasses ,No,Bus,15,23,25,High School degree,4,Yes,Yes,No,No,B,3.8,2.4,0,0,7,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Dec,19,1992,66,,9,7,150,Right,60,57,55,Brown,Yes, Contacts,Yes,Bus,20,25,27,Bachelor's degree,1,No,Yes,No,No,A,3,3.3,3,7,7,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Mar,20,1972,65,69,10,7,145,Right,68,57,102,Brown,Yes, Glasses,No,Car (by yourself),90,32,37,Master's degree,2,Yes,No,No,No,C,3,2.85,0,0,5,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Male,Yes,Jun,4,1994,68,70,9,6,170,Right,85,78,84,Brown,Yes, Glasses,No,Other,10,22,22,High School degree,1,Yes,Yes,No,No,A,3.7,2.5,20,20,5,front left,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,May,18,1994,,,,,,Right,46,0,75,Brown,No, No correction,Yes,Walk,2,30,52,Some college (no degree),2,Yes,Yes,Yes,No,B,3.5,3,0,0,8,front right,,,,,,Spring,Spring 2014,MATH 2328
2014,Female,No,Mar,8,1994,66,66,9,7,140,Right,30,20,100,Blue,No, No correction,No,Bus,10,31,32,Bachelor's degree,2,No,Yes,Yes,No,A,3.8,3.76,0,15,8,front left,,,,,,Spring,Spring 2014,MATH 2328
